SystematicID,Gene,Product,S.cerevisiae_ortholog,Human_ortholog,RG_CLS,Validated/Group,ValidationCLS
SPAC3C7.03c,rad55,RecA family ATPase Rad55/Rhp55,RAD55,"RAD51B,RAD51D",NA,no,
SPAC3C7.04,,transcription factor (predicted),,,long,no,
SPAC3C7.05c,mug191,"alpha-1,6- mannanase (predicted)",,,NA,no,
SPAC3C7.06c,pit1,"serine/threonine protein kinase, meiotic Pit1",IME2,"ICK,MAK,MOK",NA,no,
SPAC3C7.07c,ate1,arginine-tRNA protein transferase Ate1 (predicted),ATE1,ATE1,NA,no,
SPAC3C7.08c,elf1,AAA family ATPase Elf1,NEW1,,NA,no,
SPAC3C7.09,set8,"lysine methyltransferase Set8, unknown specificity (predicted)","EFM1,RKM1",,NA,no,
SPAC3C7.10,pex13,peroxin 13 (predicted),PEX13,PEX13,short,no,
SPAC3C7.12,tip1,CLIP170 family protein Tip1,BIK1,"CLIP1,CLIP3,CLIP2,CLIP4",NA,no,
SPAC3C7.13c,,glucose-6-phosphate 1-dehydrogenase (predicted),ZWF1,H6PD,NA,no,
SPAC3C7.14c,obr1,NAD(P)H dehydrogenase (quinone) (predicted),"RFS1,YCP4,PST2",,NA,no,
SPAC3F10.02c,trk1,plasma membrane potassium ion transmembrane transporter Trk1,"TRK1,TRK2",,NA,no,
SPAC3F10.04,gsa1,glutathione synthetase large and small subunit Gsa1,GSH2,GSS,NA,no,
SPAC3F10.05c,mug113,GIY-YIGT nuclease superfamily protein,YPL034W,,NA,no,
SPAC3F10.06c,rit1,initiator methionine tRNA 2'-O-ribosyl phosphate transferase (predicted),RIT1,,NA,no,
SPAC3F10.09,,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino) methylideneamino]imidazole-4-carboxamide isomerase (predicted),HIS6,,short,no,
SPAC3F10.10c,map3,pheromone M-factor receptor Map3,STE3,,NA,no,
SPAC3F10.11c,abc2,vacuolar phytochelatin and glutathione S-conjugate ABC family transmembrane transporter Abc2,"YCF1,YOR1,VMR1,BPT1,YBT1","ABCC1,ABCC2,ABCC3,ABCC6",NA,no,
SPAC3F10.12c,,transcription factor (predicted),CBF1,TFEC,NA,no,
SPAC3F10.13,ucp6,UBA domain protein Ucp6,RUP1,,NA,no,
SPAC3F10.15c,spo12,Spo12 family nuclear protein,"BNS1,SPO12",,NA,no,
SPAC3F10.16c,,"GTP binding protein, HSR1-related (predicted)",LSG1,LSG1,NA,no,
SPAC3F10.18c,rpl4102,60S ribosomal protein L41 (predicted),"RPL41B,RPL41A",RPL41,NA,no,
SPAC3G6.01,hrp3,ATP-dependent DNA helicase Hrp3,CHD1,"CHD1,CHD2",short,no,
SPAC3G6.02,rpn15,"multifunctional proteasome assembly, lid subcomplex subunit Rpn15/Dss1",SEM1,SEM1,NA,no,
SPAC3G6.03c,,"Maf-like protein, nucleoside-triphosphate diphosphatase, human ASMTL ortholog",YOR111W,ASMTL,NA,no,
SPAC3G6.04,rnp24,RNA-binding protein Rnp24,NOP13,,NA,no,
SPAC3G6.05,,mitochondrial Mpv17/PMP22 family protein 1 (predicted),YOR292C,MPV17,NA,no,
SPAC3G6.06c,rad2,FEN-1 endonuclease Rad2,RAD27,FEN1,NA,no,
SPAC3G6.09c,tps2,trehalose-phosphate synthase Tps2 (predicted),TPS2,,NA,no,
SPAC3G6.11,chl1,ATP-dependent DNA helicase Chl1 (predicted),CHL1,DDX11,NA,no,
SPAC3G6.13c,rpl4101,60S ribosomal protein L41,"RPL41B,RPL41A",RPL41,NA,no,
SPAC3G9.01,nsk1,"Clp1-interacting, microtubule plus-end binding Nsk1",,,NA,no,
SPAC3G9.03,rpl2301,60S ribosomal protein L23,"RPL23A,RPL23B",RPL23,long,no,
SPAC3G9.04,ssu72,protein phosphatase Ssu72,SSU72,SSU72,NA,no,
SPAC3G9.05,spa2,ARF GTPase-activating protein Spa2,"SPA2,SPH1","GIT1,GIT2",NA,no,
SPAC3G9.07c,hos2,histone deacetylase (class I) Hos2,HOS2,"HDAC1,HDAC2",long,no,
SPAC3G9.08,png1,ING family homolog Png1,"YNG2,PHO23,YNG1","ING3,ING5,ING4,ING2",NA,no,
SPAC3G9.11c,pdc201,pyruvate decarboxylase (predicted),"THI3,PDC6,PDC1,PDC5",,NA,no,
SPAC3H1.03,mug151,"mouse transcriptional regulator HCNGP-like, conflicting information (predicted)",,SAP30BP,NA,no,
SPAC3H1.04c,mdm31,mitochondrial inner membrane protein Mdm31,"MDM31,MDM32",,NA,no,
SPAC3H1.05,ste24,CAAX prenyl protease (predicted),STE24,ZMPSTE24,NA,no,
SPAC3H1.06c,,transmembrane transporter (predicted),"VBA3,AZR1,SGE1",,short,no,
SPAC3H1.07,aru1,arginase Aru1,CAR1,"ARG1,ARG2",NA,no,
SPAC3H1.08c,,mitochondrial calcium uniporter regulator (predicted),FMP32,"MCUR1,CCDC90B",short,no,
SPAC3H1.09c,avt3,vacuolar amino acid transmembrane transporter Avt3,"AVT3,AVT4","SLC36A2,SLC36A3,SLC36A4",NA,no,
SPAC3H1.10,pcs2,phytochelatin synthetase,,,NA,no,
SPAC3H1.11,hsr1,transcription factor Hsr1,"COM2,MSN4,MSN2",,NA,no,
SPAC3H1.12c,snt2,Lid2 complex PHD finger subunit Snt2,SNT2,,NA,no,
SPAC3H1.13,ppk13,serine/threonine protein kinase Ppk13 (predicted),ENV7,STK16,NA,no,
SPAC3H1.14,gid4,GID complex subunit Gid4 (predicted),"VID24,YGR066C",GID4,NA,no,
SPAC3H5.04,aar2,U5 snRNP-associated protein Aar2 (predicted),AAR2,AAR2,NA,no,
SPAC3H5.05c,rps1401,40S ribosomal protein S14 (predicted),"RPS14A,RPS14B",RPS14,NA,no,
SPAC3H5.07,rpl702,60S ribosomal protein L7b involved in cytoplasmic translation,"RPL7A,RPL7B",RPL7,NA,no,
SPAC3H5.08c,,"WD repeat protein, human WDR44 family","DGR2,YMR102C",WDR44,NA,no,
SPAC3H5.09c,,"mitochondrial protein, human KIAA0100 ortholog (predicted)","FMP27,YPR117W",KIAA0100,NA,no,
SPAC3H5.10,rpl3202,60S ribosomal protein L32 (predicted),RPL32,RPL32,short,no,
SPAC3H5.12c,rpl501,60S ribosomal protein L5 (predicted),RPL5,RPL5,short,no,
SPAC3H8.02,csr102,"sec14 cytosolic factor family, phospholipid-intermembrane transfer protein Csr102 (predicted)",CSR1,MOSPD2,NA,no,
SPAC3H8.03,img2,mitochondrial ribosomal protein subunit Mrpl49/Img2 (predicted),IMG2,MRPL49,NA,no,
SPAC3H8.04,,"DUF4210 domain protein, human FAM214A ortholog, implicated in chromosome segregation (predicted)",,FAM214A,NA,no,
SPAC3H8.07c,pac10,prefoldin subunit 3 Pac10 (predicted),PAC10,VBP1,long,no,
SPAC3H8.08c,,transcription factor (predicted),,,NA,no,
SPAC3H8.09c,nab3,poly(A) binding protein Nab3 (predicted),NAB3,"RALY,RALYL,HNRNPCL1,HNRNPCL2,HNRNPC,HNRNPCL3,HNRNPCL4",NA,no,
SPAC3H8.10,spo20,"sec14 cytosolic factor family, phospholipid-intermembrane transfer protein Spo20/Sec14","YKL091C,SEC14","SEC14L1,SEC14L2,SEC14L3,SEC14L4,SEC14L5",NA,no,
SPAC458.02c,,mRNP complex (predicted),BFR1,,NA,no,
SPAC458.04c,dli1,meiotic dynein intermediate light chain Dli1/Dil1,DYN3,"DYNC1LI1,DYNC1LI2",NA,no,
SPAC458.05,pik3,phosphatidylinositol 3-kinase Pik3,VPS34,PIK3C3,short,no,
SPAC458.06,atg1803,autophagy associated WD repeat protein Atg18c,HSV2,"WDR45B,WDR45",NA,no,
SPAC4A8.02c,,"conserved protein, UPF0047 family",,,NA,no,
SPAC4A8.03c,ptc4,protein phosphatase 2C Ptc4,PTC6,,NA,no,
SPAC4A8.05c,myp2,myosin II heavy chain Myo3,MYO1,"MYH11,MYH9",NA,no,
SPAC4A8.06c,,"esterase/lipase, implicated in fatty acid biosynthetic process (predicted)",,,NA,no,
SPAC4A8.07c,lcb4,sphingoid long chain base kinase (predicted),"LCB5,LCB4","SPHK1,SPHK2",NA,no,
SPAC4A8.09c,cwf21,complexed with Cdc5 protein Cwf21,CWC21,SRRM2,NA,no,
SPAC4A8.10,rog1,acylglycerol lipase (predicted),"YDL109C,YDR444W,ROG1,LPL1",,short,no,
SPAC4A8.14,,ribose-phosphate pyrophosphokinase (predicted),PRS1,"PRPSAP1,PRPSAP2",NA,no,
SPAC4C5.01,,pseudouridine-5'-phosphatase (predicted),YKL033W-A,PUDP,NA,no,
SPAC4C5.02c,ryh1,GTPase Ryh1,YPT6,"RAB6B,RAB6C,RAB6A",NA,no,
SPAC4C5.03,,"multispanning membrane protein, CTNS/PQ domain protein",,,NA,no,
SPAC4C5.04,rad31,SUMO activating enzyme E1-type Rad31,AOS1,SAE1,short,no,
SPAC4D7.01c,sec71,"Sec7 domain protein, ARF GEF (predicted)",SEC7,"ARFGEF1,ARFGEF2",NA,no,
SPAC4D7.02c,pgc1,phosphatidylglycerol phospholipase C Pgc1 (predicted),PGC1,"GDPD1,GDPD3",NA,no,
SPAC4D7.03,pop2,F-box/WD repeat protein Pop2,CDC4,"FBXO24,FBXW2,FBXW7",NA,no,
SPAC4D7.06c,met8,siroheme synthase Met8 (predicted),MET8,,short,no,
SPAC4D7.07c,csi2,mitotic chromosome segregation protein Csi2,,,NA,no,
SPAC4D7.10c,spt20,SAGA complex subunit Spt20,SPT20,"SUPT20H,SUPT20HL1,SUPT20HL2",NA,no,
SPAC4D7.11,dsc4,Golgi Dsc E3 ligase complex subunit Dsc4,,,NA,no,
SPAC4F10.02,aap1,aspartyl metalloaminopeptidase Aap1,APE4,DNPEP,NA,no,
SPAC4F10.04,ypa1,"protein phosphatase type 2A regulator, PTPA family Ypa1",RRD1,PTPA,long,no,
SPAC4F10.06,bud22,"ribosome small subunit biogenesis protein, BUD22 family (predicted)",BUD22,SRFBP1,NA,no,
SPAC4F10.07c,atg13,autophagy associated protein kinase regulatory subunit Atg13,ATG13,ATG13,NA,no,
SPAC4F10.08,mug126,Schizosaccharomyces pombe specific protein,,,NA,no,
SPAC4F10.11,spn1,mitotic septin Spn1,CDC3,"SEPTIN7,SEPTIN1,SEPTIN2,SEPTIN5,SEPTIN4",NA,no,
SPAC4F10.13c,mpd2,GYF domain protein,"SMY2,SYH1","GIGYF2,GIGYF1",NA,no,
SPAC4F10.14c,btf3,nascent polypeptide-associated complex beta subunit,"BTT1,EGD1",BTF3,short,no,
SPAC4F10.15c,wsp1,WASp homolog,LAS17,"WAS,WASL",NA,no,
SPAC4F10.16c,,"plasma membrane phospholipid-translocating ATPase complex, ATPase subunit (predicted)",DNF1,"ATP10A,ATP10B,ATP10D",NA,no,
SPAC4F10.17,,conserved fungal protein,ZEO1,,NA,no,
SPAC4F10.19c,hit1,zf-HIT family C/D snoRNP assembly protein Hit1 (predicted),HIT1,ZNHIT3,long,no,
SPAC4F10.20,grx1,glutaredoxin Grx1,"GRX1,GRX2","GLRX2,GLRX",NA,yes:Observational.L12,long
SPAC4F8.01,did4,ESCRT III complex subunit Did4,DID4,CHMP2A,short,no,
SPAC4F8.03,sdo1,SBDS family ribosome assembly protein Sdo1 (predicted),SDO1,SBDS,short,no,
SPAC4F8.08,mug114,Schizosaccharomyces pombe specific protein Mug114,,,NA,no,
SPAC4F8.10c,stg1,SM22/transgelin-like actin modulating protein Stg1,SCP1,"TAGLN,TAGLN2,TAGLN3",NA,no,
SPAC4F8.11,sea2,SEA complex WD repeat subunit Sea2 (predicted),RTC1,WDR24,NA,no,
SPAC4F8.15,itr1,myo-inositol transmembrane transporter Itr1,"CIN10,ITR1,ITR2","SEC23IP,DDHD1,DDHD2",NA,no,
SPAC4G8.03c,puf5,pumilio family RNA-binding protein Puf5 (predicted),"PUF4,MPT5",,NA,no,
SPAC4G8.04,,GTPase activating protein (predicted),,,NA,no,
SPAC4G8.05,ppk14,serine/threonine protein kinase Ppk14 (predicted),"KIN82,FPK1",,NA,no,
SPAC4G8.06c,trm12,tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase Trm12 (predicted),TRM12,TRMT12,NA,no,
SPAC4G8.07c,trm2,tRNA (m5U54) methyltransferase Trm2 (predicted),TRM2,"TRMT2A,TRMT2B",NA,no,
SPAC4G8.08,,"mitochondrial carrier, iron ion (predicted)","MRS3,MRS4","SLC25A28,SLC25A37",NA,no,
SPAC4G8.10,gos1,SNARE Gos1 (predicted),GOS1,GOSR1,long,no,
SPAC4G8.11c,atp10,mitochondrial F1-FO ATPase assembly protein (predicted),ATP10,,short,no,
SPAC4G8.13c,prz1,calcineurin responsive transcription factor Prz1,CRZ1,,NA,no,
SPAC4G9.02,rnh201,ribonuclease H2 complex subunit Rnh201,RNH201,RNASEH2A,NA,no,
SPAC4G9.05,mpf1,meiotic pumilio family RNA-binding protein Mpf1 (predicted),PUF3,,NA,no,
SPAC4G9.06c,chz1,histone H2A-H2B dimer chaperone Chz1 (predicted),CHZ1,"CDY1,CDY2A,CDYL2",NA,no,
SPAC4G9.09c,arg11,N-acetyl-gamma-glutamyl-phosphate reductase/acetylglutamate kinase,"ARG5,6",NAGS,NA,no,
SPAC4G9.10,arg3,ornithine carbamoyltransferase Arg3,ARG3,OTC,NA,no,
SPAC4G9.11c,cmb1,cytosine-mismatch binding protein 1,IXR1,"HMGB4,HMGB1,HMGB2,HMGB3",NA,no,
SPAC4G9.12,idn1,gluconokinase,YDR248C,IDNK,NA,no,
SPAC4G9.13c,vps26,retromer complex subunit Vps26,PEP8,"VPS26A,VPS26B",short,no,
SPAC4G9.14,sym1,mitochondrial Mpv17/PMP22 family protein 2 (predicted),SYM1,PXMP2,NA,no,
SPAC4G9.16c,rpl901,60S ribosomal protein L9,"RPL9A,RPL9B",RPL9,NA,no,
SPAC4G9.19,,DNAJ domain protein DNAJB family (predicted),JID1,,NA,no,
SPAC4G9.20c,ymc1,"mitochondrial carrier, glutamate/glycine (predicted)","YMC2,YMC1","SLC25A47,SLC25A29,SLC25A45",NA,no,
SPAC4H3.01,,DNAJ domain protein Caj1/Djp1 type (predicted),"CAJ1,DJP1",,NA,no,
SPAC4H3.02c,swc3,Swr1 complex subunit Swc3,SWC3,,long,no,
SPAC4H3.03c,,"glucan 1,4-alpha-glucosidase (predicted)",,,NA,no,
SPAC4H3.04c,,"MEMO1 family, human MEMO1 ortholog, ancient conserved protein, in some organisms this domain is present with ammecr1 which interacts with mediator complex and is implicated in transcription, implicated in signalling and localization to the plasma membrane",MHO1,MEMO1,NA,no,
SPAC4H3.05,srs2,"ATP-dependent DNA helicase, UvrD subfamily",SRS2,,NA,no,
SPAC4H3.06,,"human REX1BD ortholog, implicated in DNA repair",,REX1BD,NA,no,
SPAC4H3.07c,rdl2,mitochondrial thiosulfate sulfurtransferase/rhodanese-like domain Rdl2 (predicted),"RDL1,RDL2",TSTD1,NA,no,
SPAC4H3.13,pcc1,EKC/KEOPS complex subunit Pcc1 (predicted),PCC1,"CTAG1A,CTAG2,LAGE3",NA,no,
SPAC4H3.14c,rng8,contractile ring myosin V regulator Rng8,,,NA,no,
SPAC513.01c,eft201,"translation elongation factor 2 (EF-2) Eft2,A","EFT2,EFT1",EEF2,NA,no,
SPAC513.02,,phosphoglycerate mutase/6-phosphofructo-2-kinase family,PMU1,,NA,no,
SPAC513.03,mfm2,M-factor precursor Mfm2,,,NA,no,
SPAC513.04,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPAC513.05,ams1,alpha-mannosidase Ams1 (predicted),AMS1,MAN2C1,NA,no,
SPAC513.06c,dhd1,D-xylose 1-dehydrogenase (NADP+) (predicted),,DHDH,NA,no,
SPAC513.07,,flavonol reductase/cinnamoyl-CoA reductase family,"YDR541C,YGL039W,ARI1,GRE2",,NA,no,
SPAC521.02,wss1,WLM domain metallopeptidase implicated in DNA repair Wss1 (predicted),WSS1,,NA,no,
SPAC521.03,,"short chain dehydrogenase, human DHRS7 family(predicted)",YMR226C,"DHRS7,DHRS7B,DHRS7C",NA,no,
SPAC521.04c,sst1,ER membrane calcium trnamembrane transporter (predicted),VNX1,,NA,no,
SPAC521.05,rps802,40S ribosomal protein S8 (predicted),"RPS8A,RPS8B",RPS8,NA,no,
SPAC56E4.03,,aromatic aminotransferase (predicted),"ARO8,ARO9",AADAT,short,no,
SPAC56E4.06c,ggt2,gamma-glutamyltranspeptidase Ggt2,ECM38,"GGTLC1,GGTLC2,GGTLC3,GGT1,GGT2,GGT3P,GGT5",long,no,
SPAC56E4.07,,N-acetyltransferase (predicted),,,long,no,
SPAC56F8.02,,"AMP binding enzyme, human DIP2 family (predicted)",CMR2,"DIP2A,DIP2C,DIP2B",NA,no,
SPAC56F8.04c,ppt1,para-hydroxybenzoate--polyprenyltransferase Ppt1,COQ2,COQ2,NA,no,
SPAC56F8.05c,mug64,Golgi BAR domain protein (predicted),GVP36,,NA,no,
SPAC56F8.06c,alg10,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase Alg10 (predicted),DIE2,"ALG10,ALG10B",short,no,
SPAC56F8.09,rrp8,rRNA methyltransferase Rrp8,RRP8,RRP8,NA,no,
SPAC56F8.12,,DUF2434 family conserved fungal multispanning membrane protein,,,NA,no,
SPAC56F8.14c,mug115,Schizosaccharomyces pombe specific protein Mug115,,,NA,no,
SPAC56F8.16,esc1,transcription factor Esc1 (predicted),,,NA,no,
SPAC57A10.02,cdr2,serine/threonine protein kinase Cdr2,"KCC4,GIN4,HSL1","BRSK2,BRSK1",NA,no,
SPAC57A10.03,cyp1,cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp1,,PPIL1,NA,no,
SPAC57A10.04,mug10,meiotic Rho guanine nucleotide exchange factor (predicted),,,NA,no,
SPAC57A10.06,mug15,Schizosaccharomyces specific protein Mug15,,,NA,no,
SPAC57A10.07,,"conserved membrane protein with Rossmann-like alpha/beta/alpha sandwich fold, conserved in fungi and protozoa",YOR238W,,NA,no,
SPAC57A10.08c,,lipid particle hydrolase (predicted),LDH1,,NA,no,
SPAC57A10.09c,nhp6,High-mobility group non-histone chromatin protein (predicted),"NHP6B,NHP6A",SSRP1,NA,no,
SPAC57A10.10c,sla1,La protein homolog,LHP1,SSB,NA,no,
SPAC57A10.12c,ura3,mitochondrial dihydroorotate dehydrogenase Ura3,URA1,DHODH,NA,no,
SPAC57A10.14,sgf11,SAGA complex subunit Sgf11,SGF11,ATXN7L3,NA,no,
SPAC57A7.04c,pabp,major poly(A) binding protein Pabp/Pab1,PAB1,"PABPC1,PABPC3,PABPC4",NA,no,
SPAC57A7.05,,transmembrane transporter (predicted),BRE4,,short,yes:Bar_seqShort,short
SPAC57A7.07c,,homocysteine methyltransferase (predicted),"MHT1,SAM4","BHMT,BHMT2,MTR",NA,no,
SPAC57A7.08,pzh1,serine/threonine protein phosphatase Pzh1,"PPZ2,PPZ1,PPQ1",,NA,no,
SPAC57A7.09,,"ubiquitin-protein ligase E3, human RNF13 family homolog, unknown biological role",YBR062C,RNF13,NA,no,
SPAC57A7.12,ssz1,heat shock protein Ssz1 (predicted),SSZ1,HSPA14,both,no,
SPAC57A7.13,,"RNA-binding protein, involved in splicing (predicted)",,"RBM10,RBM5,RBM6",NA,no,
SPAC589.02c,med13,mediator complex subunit Med13,SSN2,MED13,NA,no,
SPAC589.03c,noc12,"CCAAT-binding factor, Noc1 related",MAK21,CEBPZ,NA,no,
SPAC589.05c,qtr3,tRNA queuosine modification protein Qtr3,,C9orf64,NA,no,
SPAC589.07c,atg1801,autophagy associated WD repeat protein Atg18a,ATG18,"WIPI1,WIPI2",NA,no,
SPAC589.09,csr101,"sec14 cytosolic factor family, phospholipid-intermembrane transfer protein Csr1 (predicted)",CSR1,MOSPD2,NA,no,
SPAC589.10c,ubi5,ribosomal-ubiquitin fusion protein Ubi5 (predicted),RPS31,RPS27A,NA,no,
SPAC589.11,pth4,mitochondrial translation release factor,PTH4,MRPL58,NA,no,
SPAC5D6.01,rps2202,40S ribosomal protein S15a (predicted),"RPS22A,RPS22B",RPS15A,NA,no,
SPAC5D6.02c,mug165,Clr6 histone deacetylase complex subunit Mug165,,,short,no,
SPAC5D6.04,,auxin family transmembrane transporter (predicted),YBR287W,,NA,no,
SPAC5D6.05,med18,mediator complex subunit Med18,SRB5,MED18,short,no,
SPAC5D6.06c,alg14,UDP-GlcNAc transferase associated protein Alg14 (predicted),ALG14,ALG14,short,yes:Bar_seqShort,short
SPAC5D6.07c,pxa1,PXA domain protein Pxa1,,,NA,no,
SPAC5D6.08c,mes1,meiotic APC inhibitor Mes1,,,NA,no,
SPAC5D6.09c,mug86,plasma membrane acetate transmembrane transporter (predicted),"ADY2,ATO3,ATO2",,NA,no,
SPAC5D6.10c,mug116,Schizosaccharomyces pombe specific protein Mug116,,,NA,no,
SPAC5D6.12,mtf2,mitochondrial translation protein Mtf2 (predicted),MTF2,,NA,no,
SPAC5D6.13,vps74,Golgi phosphoprotein 3 family Vps74 (predicted),VPS74,"GOLPH3,GOLPH3L",NA,no,
SPAC5H10.01,dgc1,mitochondrial D-glutamate cyclase Dgc1 (predicted),,DGLUCY,NA,no,
SPAC5H10.02c,hsp3102,glyoxylase III Hsp3102,"HSP31,SNO4,HSP33,HSP32",,NA,no,
SPAC5H10.04,,"NADPH dehydrogenase, (Old yellow enzyme) involved in small alpha,beta-unsaturated carbonyl compounds (predicted)","OYE2,OYE3",,NA,no,
SPAC5H10.05c,,"FAD binding oxidoreductase, implicated in cellular detoxification (predicted)",,,NA,no,
SPAC5H10.06c,adh4,alcohol dehydrogenase Adh4,ADH4,ADHFE1,NA,no,
SPAC5H10.07,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPAC5H10.08c,pan6,pantoate-beta-alanine ligase,PAN6,,NA,no,
SPAC5H10.09c,ecm31,3-methyl-2-oxobutanoatehydroxymethyltransferase Ecm31 (predicted),ECM31,,long,no,
SPAC5H10.10,,"NADPH dehydrogenase, (Old yellow enzyme) involved in small alpha,beta-unsaturated carbonyl compounds (predicted)","OYE2,OYE3",,NA,no,
SPAC5H10.11,gmh1,"alpha-1,2-galactosyltransferase Gmh1 (predicted)","MNN10,MNN11",,NA,no,
SPAC5H10.12c,otg1,"alpha-1,3-galactosyltransferase (predicted)",GNT1,"GYG1,GYG2,GYG2P1",NA,no,
SPAC5H10.13c,gmh2,"alpha-1,2-galactosyltransferase Gmh2","MNN10,MNN11",,NA,no,
SPAC607.02c,,conserved fungal protein,,,short,no,
SPAC607.06c,,metallopeptidase (predicted),YIL108W,,NA,no,
SPAC607.07c,,Schizosaccharomyces specific protein,,,NA,no,
SPAC607.08c,mil1,lipase/AP-1 adaptor complex binding protein Mil1 (predicted),MIL1,TMCO4,NA,no,
SPAC607.09c,btn1,battenin CLN3 family protein,YHC3,CLN3,NA,no,
SPAC607.10,spo3,sporulation protein Spo3,,,NA,no,
SPAC630.04c,,Schizosaccharomyces specific protein,,,NA,no,
SPAC630.05,gyp7,GTPase activating protein Gyp7 (predicted),GYP7,TBC1D16,NA,no,
SPAC630.06c,,DUF2011 family conserved fungal protein,YNL050C,,NA,no,
SPAC630.07c,,Schizosaccharomyces specific protein,,,NA,no,
SPAC630.09c,mug58,"GLYK family kinase of unknown specificity, implicated in nucleotide metabolism (predicted)",TDA10,,NA,no,
SPAC630.10,bmt2,rRNA (adenine) methyltransferase activity Bmt2 (predicted),BMT2,BMT2,NA,no,
SPAC630.11,vps55,vacuolar sorting protein Vps55 (predicted),VPS55,"LEPROT,LEPROTL1",NA,no,
SPAC630.13c,tsc2,"tuberin, GTPase activator Tsc2",,TSC2,NA,no,
SPAC630.14c,tup12,transcriptional corepressor Tup12,TUP1,,short,no,
SPAC630.15,mug177,Schizosaccharomyces pombe specific protein,,,NA,no,
SPAC631.01c,acp2,F-actin capping protein beta subunit Acp2,CAP2,CAPZB,long,no,
SPAC631.02,bdf2,BET family double bromodomain protein Bdf2,"BDF2,BDF1","BRD3,BRD4",long,no,
SPAC637.03,,DUF1774 family multi-spanning conserved fungal membrane protein,,,NA,no,
SPAC637.06,gmh5,"alpha-1,2-galactosyltransferase (predicted)","MNN10,MNN11",,short,no,
SPAC637.07,moe1,translation initiation factor eIF3d Moe1,,EIF3D,NA,no,
SPAC637.09,rex1,3'-5'- exoribonuclease Rex1 (predicted),RNH70,,short,no,
SPAC637.10c,rpn10,19S proteasome regulatory subunit Rpn10,RPN10,PSMD4,short,no,
SPAC637.11,rpm2,mitochondrial ATP-dependent RNA helicase Rpm2,SUV3,SUPV3L1,short,no,
SPAC637.13c,slm1,cytoskeletal signaling protein Slm1 (predicted),"SLM1,SLM2",,NA,no,
SPAC644.06c,cdr1,NIM1 family serine/threonine protein kinase Cdr1/Nim1,"KCC4,GIN4,HSL1","BRSK2,BRSK1",NA,no,
SPAC644.07,bcs1,mitochondrial Rieske ISP assembly ATPase Bcs1 (predicted),BCS1,BCS1L,NA,no,
SPAC644.08,utr4,methionine salvage haloacid dehalogenase-like hydrolase Utr4 (predicted),UTR4,ENOPH1,NA,no,
SPAC644.09,,pyridoxal phosphate homeostasis protein (predicted),YBL036C,PLPBP,NA,no,
SPAC644.11c,pkp1,mitochondrial pyruvate dehydrogenase (lipoamide) kinase Pkp1 (predicted),"PKP2,PKP1","PDK1,PDK2,PDK3,PDK4",NA,no,
SPAC644.13c,,Rab GTPase binding (predicted),YIP4,YIPF6,NA,no,
SPAC644.14c,rad51,RecA family recombinase Rad51/Rhp51,RAD51,RAD51,NA,no,
SPAC644.15,rpp101,60S acidic ribosomal protein A1,"RPP1A,RPP1B",RPLP1,both,no,
SPAC664.01c,swi6,heterochromatin (HP1) family chromodomain protein Swi6,,"CBX1,CBX3,CBX5",NA,no,
SPAC664.02c,arp8,Ino80 complex actin-like protein Arp8,ARP8,ACTR8,short,no,
SPAC664.03,paf1,RNA polymerase II associated Paf1 complex (predicted),PAF1,PAF1,short,no,
SPAC664.04c,rps1602,40S ribosomal protein S16 (predicted),"RPS16B,RPS16A",RPS16,NA,no,
SPAC664.07c,rad9,checkpoint clamp complex protein Rad9,DDC1,"RAD9B,RAD9A",NA,no,
SPAC664.10,klp2,kinesin-14 family minus-end directed microtubule motor Klp2,KAR3,KIFC1,NA,no,
SPAC664.12c,,mitochondrial succinate dehydrogenase assembly factor 1 (predicted),SDH6,SDHAF1,NA,no,
SPAC664.13,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPAC664.14,amt2,plasma membrane ammonium transmembrane transporter Amt2,"MEP1,MEP3","RHAG,RHCE,RHD,RHBG,RHCG",NA,no,
SPAC664.15,caf4,CCR4-Not complex subunit Caf4/Mdv1 (predicted),"MDV1,CAF4",,NA,no,
SPAC683.02c,,"zf-CCHC type zinc finger protein, human ZCCHC9 ortholog, implicated in mRNA splicing (predicted)",,ZCCHC9,NA,no,
SPAC683.03,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPAC688.03c,,human AMMECR1 homolog,YOR289W,"AMMECR1L,AMMECR1",NA,no,
SPAC688.04c,gst3,glutathione S-transferase Gst3,GTT1,,NA,no,
SPAC688.06c,slx4,structure-specific endonuclease subunit Slx4,SLX4,SLX4,NA,no,
SPAC688.10,rev3,DNA polymerase zeta catalytic subunit Rev3 (predicted),REV3,REV3L,NA,no,
SPAC688.11,end4,Clathrin adaptor End4,SLA2,"HIP1R,HIP1",NA,no,
SPAC688.12c,,Schizosaccharomyces specific protein,,,NA,no,
SPAC688.13,scn3,TatD DNase family Scn1,YMR262W,TATDN1,NA,no,
SPAC688.14,set13,ribosome L32 lysine methyltransferase Set13,RKM4,SETD6,NA,no,
SPAC694.02,,"DEAD/DEAH box helicase, human DDL60 and DDL60L ortholog, implicated in mRNA degradation",,"DDX60,DDX60L",short,no,
